0.000000000000000000e+00,3.334400000000000000e+04,6.418600000000000000e+04,5.105100000000000000e+04,3.883800000000000000e+04,4.627700000000000000e+04,6.113400000000000000e+04,5.663400000000000000e+04,5.269600000000000000e+04,6.417000000000000000e+04
1.000000000000000000e+00,5.664100000000000000e+04,8.000000000000000000e+01,4.582700000000000000e+04,4.233300000000000000e+04,4.706500000000000000e+04,6.681700000000000000e+04,2.932800000000000000e+04,1.469700000000000000e+04,4.116100000000000000e+04
2.000000000000000000e+00,4.031700000000000000e+04,7.133000000000000000e+03,4.233900000000000000e+04,5.869300000000000000e+04,3.856100000000000000e+04,5.161700000000000000e+04,5.868800000000000000e+04,4.620700000000000000e+04,9.357000000000000000e+03
3.000000000000000000e+00,4.718800000000000000e+04,4.777700000000000000e+04,8.776000000000000000e+03,4.836000000000000000e+04,5.132700000000000000e+04,5.186300000000000000e+04,3.350900000000000000e+04,6.779100000000000000e+04,4.477500000000000000e+04
4.000000000000000000e+00,8.336000000000000000e+03,1.695100000000000000e+04,3.519800000000000000e+04,5.389000000000000000e+04,5.379200000000000000e+04,1.298900000000000000e+04,3.159000000000000000e+03,2.033500000000000000e+04,2.311000000000000000e+04
5.000000000000000000e+00,5.812300000000000000e+04,4.841600000000000000e+04,5.251700000000000000e+04,3.442700000000000000e+04,5.315400000000000000e+04,4.425000000000000000e+04,5.756500000000000000e+04,6.720700000000000000e+04,4.766000000000000000e+04
6.000000000000000000e+00,5.062500000000000000e+04,5.490000000000000000e+03,6.106800000000000000e+04,4.738900000000000000e+04,5.870000000000000000e+04,3.882300000000000000e+04,5.664700000000000000e+04,6.564400000000000000e+04,4.031800000000000000e+04
7.000000000000000000e+00,6.320100000000000000e+04,4.807500000000000000e+04,3.110500000000000000e+04,3.109000000000000000e+04,2.695200000000000000e+04,6.197000000000000000e+03,5.852800000000000000e+04,4.516500000000000000e+04,3.289200000000000000e+04
8.000000000000000000e+00,6.110000000000000000e+04,4.104100000000000000e+04,5.001700000000000000e+04,6.600000000000000000e+01,5.674800000000000000e+04,4.878700000000000000e+04,6.548100000000000000e+04,4.036900000000000000e+04,4.328100000000000000e+04
9.000000000000000000e+00,6.182100000000000000e+04,5.508600000000000000e+04,2.973800000000000000e+04,3.235900000000000000e+04,3.771300000000000000e+04,2.382700000000000000e+04,6.019500000000000000e+04,6.154900000000000000e+04,1.283600000000000000e+04
1.000000000000000000e+01,3.206000000000000000e+04,4.524300000000000000e+04,5.868100000000000000e+04,3.884200000000000000e+04,6.225200000000000000e+04,4.495200000000000000e+04,4.078200000000000000e+04,5.065600000000000000e+04,5.095100000000000000e+04
1.100000000000000000e+01,4.117300000000000000e+04,2.569300000000000000e+04,6.053100000000000000e+04,1.830000000000000000e+04,7.955000000000000000e+03,4.041100000000000000e+04,8.773000000000000000e+03,8.100000000000000000e+01,2.157300000000000000e+04
1.200000000000000000e+01,5.391600000000000000e+04,5.440200000000000000e+04,1.636300000000000000e+04,2.493300000000000000e+04,6.662200000000000000e+04,1.221300000000000000e+04,5.664900000000000000e+04,5.989100000000000000e+04,5.718500000000000000e+04
1.300000000000000000e+01,5.582500000000000000e+04,5.111000000000000000e+04,5.399500000000000000e+04,6.736900000000000000e+04,7.226000000000000000e+03,5.450600000000000000e+04,6.098300000000000000e+04,5.038200000000000000e+04,4.711300000000000000e+04
1.400000000000000000e+01,4.448400000000000000e+04,5.592500000000000000e+04,2.578000000000000000e+03,1.619000000000000000e+03,3.655000000000000000e+03,4.400200000000000000e+04,8.354000000000000000e+03,6.317500000000000000e+04,4.996100000000000000e+04
1.500000000000000000e+01,6.426500000000000000e+04,5.676500000000000000e+04,3.950400000000000000e+04,4.407000000000000000e+04,5.676600000000000000e+04,6.443900000000000000e+04,5.643400000000000000e+04,6.419900000000000000e+04,5.087000000000000000e+04
1.600000000000000000e+01,4.414700000000000000e+04,3.335400000000000000e+04,2.103100000000000000e+04,4.527400000000000000e+04,3.897600000000000000e+04,1.752900000000000000e+04,5.865400000000000000e+04,5.239100000000000000e+04,5.085800000000000000e+04
1.700000000000000000e+01,1.329000000000000000e+03,4.407700000000000000e+04,5.260000000000000000e+03,4.056300000000000000e+04,5.747700000000000000e+04,1.185600000000000000e+04,2.648200000000000000e+04,4.730000000000000000e+02,3.862000000000000000e+04
1.800000000000000000e+01,3.258100000000000000e+04,5.694100000000000000e+04,5.138200000000000000e+04,2.923300000000000000e+04,9.611000000000000000e+03,7.692000000000000000e+03,7.644000000000000000e+03,3.930000000000000000e+04,4.155400000000000000e+04
1.900000000000000000e+01,2.204500000000000000e+04,2.201500000000000000e+04,4.318100000000000000e+04,2.697600000000000000e+04,1.751400000000000000e+04,5.186400000000000000e+04,4.372900000000000000e+04,4.044700000000000000e+04,3.055800000000000000e+04
2.000000000000000000e+01,4.554900000000000000e+04,9.902000000000000000e+03,2.933000000000000000e+04,2.927200000000000000e+04,5.575300000000000000e+04,2.009000000000000000e+03,1.828500000000000000e+04,2.493500000000000000e+04,2.983000000000000000e+03
2.100000000000000000e+01,6.179800000000000000e+04,2.083000000000000000e+03,5.466000000000000000e+03,5.120000000000000000e+03,2.969700000000000000e+04,7.981000000000000000e+03,5.263900000000000000e+04,6.230000000000000000e+03,5.665800000000000000e+04
2.200000000000000000e+01,3.110000000000000000e+03,2.904600000000000000e+04,6.301300000000000000e+04,4.875600000000000000e+04,6.741500000000000000e+04,4.845100000000000000e+04,1.640100000000000000e+04,3.959100000000000000e+04,4.341000000000000000e+03
2.300000000000000000e+01,4.930500000000000000e+04,5.261600000000000000e+04,5.451100000000000000e+04,4.234000000000000000e+04,7.576000000000000000e+03,5.082400000000000000e+04,5.126000000000000000e+03,3.174600000000000000e+04,4.866000000000000000e+03
2.400000000000000000e+01,4.452600000000000000e+04,3.374300000000000000e+04,2.743200000000000000e+04,3.756600000000000000e+04,2.268000000000000000e+04,2.172100000000000000e+04,8.301000000000000000e+03,5.031900000000000000e+04,5.570700000000000000e+04
2.500000000000000000e+01,3.524500000000000000e+04,5.861600000000000000e+04,5.510200000000000000e+04,3.207900000000000000e+04,3.330000000000000000e+04,5.878200000000000000e+04,3.208400000000000000e+04,6.420700000000000000e+04,4.407300000000000000e+04
2.600000000000000000e+01,4.816600000000000000e+04,4.318300000000000000e+04,3.293000000000000000e+04,9.403000000000000000e+03,2.691200000000000000e+04,3.207000000000000000e+04,2.146400000000000000e+04,2.788200000000000000e+04,5.939900000000000000e+04
2.700000000000000000e+01,4.865700000000000000e+04,4.785600000000000000e+04,4.971700000000000000e+04,5.043400000000000000e+04,4.074500000000000000e+04,1.907100000000000000e+04,6.625800000000000000e+04,3.334600000000000000e+04,5.408400000000000000e+04
2.800000000000000000e+01,6.624400000000000000e+04,4.528600000000000000e+04,6.566300000000000000e+04,4.526700000000000000e+04,5.667800000000000000e+04,3.156200000000000000e+04,1.035100000000000000e+04,4.799100000000000000e+04,4.977800000000000000e+04
2.900000000000000000e+01,6.677700000000000000e+04,4.711400000000000000e+04,6.551200000000000000e+04,4.736100000000000000e+04,2.777800000000000000e+04,5.272900000000000000e+04,5.716900000000000000e+04,3.204200000000000000e+04,4.107800000000000000e+04
3.000000000000000000e+01,5.162700000000000000e+04,6.778500000000000000e+04,3.490000000000000000e+04,5.936700000000000000e+04,3.508200000000000000e+04,6.674100000000000000e+04,2.759100000000000000e+04,3.152300000000000000e+04,4.323000000000000000e+04
3.100000000000000000e+01,4.386000000000000000e+03,6.373100000000000000e+04,4.021000000000000000e+04,5.545100000000000000e+04,6.194200000000000000e+04,5.624300000000000000e+04,6.524500000000000000e+04,6.154400000000000000e+04,5.151700000000000000e+04
3.200000000000000000e+01,5.940400000000000000e+04,2.855200000000000000e+04,2.622000000000000000e+04,2.243700000000000000e+04,2.857700000000000000e+04,4.877900000000000000e+04,1.060200000000000000e+04,6.321400000000000000e+04,5.571300000000000000e+04
3.300000000000000000e+01,5.796100000000000000e+04,5.603400000000000000e+04,6.473400000000000000e+04,3.545800000000000000e+04,6.448900000000000000e+04,4.832900000000000000e+04,1.408900000000000000e+04,3.219400000000000000e+04,5.612500000000000000e+04
