0.000000000000000000e+00,3.676818371907974309e-02,6.896173690533037581e-02,7.027942460635260014e-02,7.376848063366900354e-02,8.147508258970959094e-02,8.504023653541895045e-02,8.899149708820498772e-02,8.996477084392534573e-02,9.321604245514820974e-02
0.000000000000000000e+00,1.115584679797996942e-01,1.480246502951450827e-01,1.516003375688853849e-01,1.654557221887475171e-01,1.685421998076445937e-01,1.728499553688110923e-01,1.779995006285129688e-01,1.862406545198979912e-01,1.864678939710533723e-01
0.000000000000000000e+00,2.076852334664164995e-02,4.928596241324703642e-02,5.432576400751301660e-02,5.999193109077249897e-02,7.026992862526611205e-02,7.227883074593832724e-02,7.616018679730240937e-02,8.257131015673668806e-02,8.335420810612982623e-02
0.000000000000000000e+00,1.153508828661488766e-01,1.184278336245326996e-01,1.226125150341513953e-01,1.266584525762098346e-01,1.288999754887486526e-01,1.327982809866151970e-01,1.335968981900403640e-01,1.337658318779500477e-01,1.338000390209210799e-01
0.000000000000000000e+00,4.856784541237134378e-02,5.857303761117398783e-02,6.417180975319304592e-02,6.483732777497851207e-02,6.550218491775673668e-02,6.563715407450265715e-02,7.077131620932311518e-02,7.084383849001973932e-02,7.217196547829358988e-02
0.000000000000000000e+00,9.154466847392042639e-02,9.575638649719402096e-02,1.006939349861747934e-01,1.026611560669370427e-01,1.032786637645937144e-01,1.045935010026913387e-01,1.050038971657718950e-01,1.075657540716374871e-01,1.089887173151423277e-01
0.000000000000000000e+00,3.872323214815623360e-02,6.786185031370718657e-02,7.600935312183626502e-02,7.661553541547563850e-02,7.775754126128212040e-02,8.520790578931042303e-02,8.615014727207380429e-02,9.548156978705366060e-02,9.886315981193397051e-02
0.000000000000000000e+00,7.915247565300786992e-02,8.100110215299542726e-02,1.298140727117056414e-01,1.305571369247962576e-01,1.311876125630770384e-01,1.323322975278522218e-01,1.356038813087589723e-01,1.360902544122832847e-01,1.366457005617081610e-01
0.000000000000000000e+00,1.008634611839193118e-01,1.483514852706234177e-01,1.511436074235361082e-01,1.613169376383025710e-01,1.686831600249414365e-01,1.706630897968274552e-01,1.716442606206219912e-01,1.794271627513515377e-01,1.812804344765313880e-01
0.000000000000000000e+00,8.682654157571868814e-02,9.578258191341473826e-02,1.067108420217927067e-01,1.162328378299351400e-01,1.241238423067865110e-01,1.317314805541940359e-01,1.352922396924524373e-01,1.368576959619005329e-01,1.373731897897111365e-01
